geometry
"POLYGON ((549448.101349284 6928109.11189713, 549451.141878348 6928103.84554631, 549457.222936477 6928103.84554631, 549460.263465541 6928109.11189713, 549457.222936477 6928114.37824795, 549451.141878348 6928114.37824795, 549448.101349284 6928109.11189713))"
"POLYGON ((549448.101349284 6928109.11189713, 549451.141878348 6928103.84554631, 549457.222936477 6928103.84554631, 549460.263465541 6928109.11189713, 549457.222936477 6928114.37824795, 549451.141878348 6928114.37824795, 549448.101349284 6928109.11189713))"
"POLYGON ((553177.212387764 6952074.10054799, 553180.38315084 6952068.60862524, 553186.72467699 6952068.60862524, 553189.895440065 6952074.10054799, 553186.72467699 6952079.59247073, 553180.38315084 6952079.59247073, 553177.212387764 6952074.10054799))"
"POLYGON ((549473.119183129 6928103.24432325, 549475.374099834 6928099.33869295, 549479.883933244 6928099.33869295, 549482.138849948 6928103.24432325, 549479.883933244 6928107.14995355, 549475.374099834 6928107.14995355, 549473.119183129 6928103.24432325))"
"POLYGON ((549473.119183129 6928103.24432325, 549475.374099834 6928099.33869295, 549479.883933244 6928099.33869295, 549482.138849948 6928103.24432325, 549479.883933244 6928107.14995355, 549475.374099834 6928107.14995355, 549473.119183129 6928103.24432325))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549494.17243641 6928094.87215615, 549497.361370195 6928089.34876081, 549503.739237767 6928089.34876081, 549506.928171553 6928094.87215615, 549503.739237767 6928100.39555149, 549497.361370195 6928100.39555149, 549494.17243641 6928094.87215615))"
"POLYGON ((549489.424116007 6928255.03683696, 549492.407090421 6928249.87017372, 549498.373039249 6928249.87017372, 549501.356013663 6928255.03683696, 549498.373039249 6928260.20350021, 549492.407090421 6928260.20350021, 549489.424116007 6928255.03683696))"
"POLYGON ((553026.909916378 6952089.04404961, 553030.618240161 6952082.62104441, 553038.034887725 6952082.62104441, 553041.743211507 6952089.04404961, 553038.034887725 6952095.46705482, 553030.618240161 6952095.46705482, 553026.909916378 6952089.04404961))"
"POLYGON ((520575.447016072 6968276.67611938, 520576.624607915 6968274.63647048, 520578.979791601 6968274.63647048, 520580.157383444 6968276.67611938, 520578.979791601 6968278.71576828, 520576.624607915 6968278.71576828, 520575.447016072 6968276.67611938))"
"POLYGON ((516234.203827343 6954898.17135261, 516236.156642493 6954894.78897756, 516240.062272792 6954894.78897756, 516242.015087942 6954898.17135261, 516240.062272792 6954901.55372767, 516236.156642493 6954901.55372767, 516234.203827343 6954898.17135261))"
"POLYGON ((516234.203827343 6954898.17135261, 516236.156642493 6954894.78897756, 516240.062272792 6954894.78897756, 516242.015087942 6954898.17135261, 516240.062272792 6954901.55372767, 516236.156642493 6954901.55372767, 516234.203827343 6954898.17135261))"
"POLYGON ((549659.842546163 6928826.4258597, 549662.958161326 6928821.02945595, 549669.189391651 6928821.02945595, 549672.305006814 6928826.4258597, 549669.189391651 6928831.82226346, 549662.958161326 6928831.82226346, 549659.842546163 6928826.4258597))"
"POLYGON ((506680.156487627 6947825.65237013, 506684.235785432 6947818.58681907, 506692.394381043 6947818.58681907, 506696.473678848 6947825.65237013, 506692.394381043 6947832.71792119, 506684.235785432 6947832.71792119, 506680.156487627 6947825.65237013))"
"POLYGON ((506680.156487627 6947825.65237013, 506684.235785432 6947818.58681907, 506692.394381043 6947818.58681907, 506696.473678848 6947825.65237013, 506692.394381043 6947832.71792119, 506684.235785432 6947832.71792119, 506680.156487627 6947825.65237013))"
"POLYGON ((504344.137994699 6947544.88103871, 504346.090809849 6947541.49866365, 504349.996440148 6947541.49866365, 504351.949255298 6947544.88103871, 504349.996440148 6947548.26341376, 504346.090809849 6947548.26341376, 504344.137994699 6947544.88103871))"
"POLYGON ((504344.137994699 6947544.88103871, 504346.090809849 6947541.49866365, 504349.996440148 6947541.49866365, 504351.949255298 6947544.88103871, 504349.996440148 6947548.26341376, 504346.090809849 6947548.26341376, 504344.137994699 6947544.88103871))"
"POLYGON ((502194.571449308 6944733.38821052, 502196.433385497 6944730.16324244, 502200.157257875 6944730.16324244, 502202.019194064 6944733.38821052, 502200.157257875 6944736.6131786, 502196.433385497 6944736.6131786, 502194.571449308 6944733.38821052))"
"POLYGON ((502194.571449308 6944733.38821052, 502196.433385497 6944730.16324244, 502200.157257875 6944730.16324244, 502202.019194064 6944733.38821052, 502200.157257875 6944736.6131786, 502196.433385497 6944736.6131786, 502194.571449308 6944733.38821052))"
"POLYGON ((542996.409861808 6973630.60749501, 542998.109569227 6973627.6635154, 543001.508984065 6973627.6635154, 543003.208691484 6973630.60749501, 543001.508984065 6973633.55147462, 542998.109569227 6973633.55147462, 542996.409861808 6973630.60749501))"
"POLYGON ((541446.069080889 6972303.52663944, 541448.52043379 6972299.28077166, 541453.423139591 6972299.28077166, 541455.874492492 6972303.52663944, 541453.423139591 6972307.77250721, 541448.52043379 6972307.77250721, 541446.069080889 6972303.52663944))"
"POLYGON ((541117.941926703 6972159.69424584, 541120.682622564 6972154.94722136, 541126.164014287 6972154.94722136, 541128.904710149 6972159.69424584, 541126.164014287 6972164.44127032, 541120.682622564 6972164.44127032, 541117.941926703 6972159.69424584))"
"POLYGON ((541006.790225939 6972358.34381372, 541011.103599815 6972350.87283101, 541019.730347567 6972350.87283101, 541024.043721443 6972358.34381372, 541019.730347567 6972365.81479642, 541011.103599815 6972365.81479642, 541006.790225939 6972358.34381372))"
"POLYGON ((540568.647644612 6966773.52925288, 540572.324673963 6966767.16045123, 540579.678732665 6966767.16045123, 540583.355762017 6966773.52925288, 540579.678732665 6966779.89805454, 540572.324673963 6966779.89805454, 540568.647644612 6966773.52925288))"
"POLYGON ((540615.76080062 6966766.59707766, 540619.32613698 6966760.42173394, 540626.456809701 6966760.42173394, 540630.022146061 6966766.59707766, 540626.456809701 6966772.77242138, 540619.32613698 6966772.77242138, 540615.76080062 6966766.59707766))"
"POLYGON ((539858.668026 6966832.26849588, 539861.838789075 6966826.77657313, 539868.180315225 6966826.77657313, 539871.3510783 6966832.26849588, 539868.180315225 6966837.76041862, 539861.838789075 6966837.76041862, 539858.668026 6966832.26849588))"
"POLYGON ((539858.668026 6966832.26849588, 539861.838789075 6966826.77657313, 539868.180315225 6966826.77657313, 539871.3510783 6966832.26849588, 539868.180315225 6966837.76041862, 539861.838789075 6966837.76041862, 539858.668026 6966832.26849588))"
"POLYGON ((500993.702397902 6952092.9142705, 500997.185761549 6952086.88090768, 501004.152488844 6952086.88090768, 501007.635852492 6952092.9142705, 501004.152488844 6952098.94763332, 500997.185761549 6952098.94763332, 500993.702397902 6952092.9142705))"
"POLYGON ((500993.702397902 6952092.9142705, 500997.185761549 6952086.88090768, 501004.152488844 6952086.88090768, 501007.635852492 6952092.9142705, 501004.152488844 6952098.94763332, 500997.185761549 6952098.94763332, 500993.702397902 6952092.9142705))"
"POLYGON ((553078.199539382 6958190.75532227, 553081.530272092 6958184.98632399, 553088.191737513 6958184.98632399, 553091.522470224 6958190.75532227, 553088.191737513 6958196.52432055, 553081.530272092 6958196.52432055, 553078.199539382 6958190.75532227))"
"POLYGON ((553078.199539382 6958190.75532227, 553081.530272092 6958184.98632399, 553088.191737513 6958184.98632399, 553091.522470224 6958190.75532227, 553088.191737513 6958196.52432055, 553081.530272092 6958196.52432055, 553078.199539382 6958190.75532227))"
"POLYGON ((553165.227910878 6958271.28173311, 553168.727822664 6958265.21970807, 553175.727646237 6958265.21970807, 553179.227558024 6958271.28173311, 553175.727646237 6958277.34375814, 553168.727822664 6958277.34375814, 553165.227910878 6958271.28173311))"
"POLYGON ((553076.19451209 6958297.46199556, 553078.117511517 6958294.13126284, 553081.963510371 6958294.13126284, 553083.886509798 6958297.46199556, 553081.963510371 6958300.79272827, 553078.117511517 6958300.79272827, 553076.19451209 6958297.46199556))"
"POLYGON ((549491.364479256 6929023.7114958, 549494.147020223 6929018.89199347, 549499.712102156 6929018.89199347, 549502.494643122 6929023.7114958, 549499.712102156 6929028.53099813, 549494.147020223 6929028.53099813, 549491.364479256 6929023.7114958))"
"POLYGON ((549491.364479256 6929023.7114958, 549494.147020223 6929018.89199347, 549499.712102156 6929018.89199347, 549502.494643122 6929023.7114958, 549499.712102156 6929028.53099813, 549494.147020223 6929028.53099813, 549491.364479256 6929023.7114958))"
"POLYGON ((549565.457471469 6928122.54919753, 549569.181343847 6928116.09926137, 549576.629088603 6928116.09926137, 549580.352960981 6928122.54919753, 549576.629088603 6928128.99913369, 549569.181343847 6928128.99913369, 549565.457471469 6928122.54919753))"
"POLYGON ((549565.457471469 6928122.54919753, 549569.181343847 6928116.09926137, 549576.629088603 6928116.09926137, 549580.352960981 6928122.54919753, 549576.629088603 6928128.99913369, 549569.181343847 6928128.99913369, 549565.457471469 6928122.54919753))"
"POLYGON ((546609.118670239 6931536.18465823, 546612.042957455 6931531.1196442, 546617.891531885 6931531.1196442, 546620.8158191 6931536.18465823, 546617.891531885 6931541.24967226, 546612.042957455 6931541.24967226, 546609.118670239 6931536.18465823))"
"POLYGON ((546609.118670239 6931536.18465823, 546612.042957455 6931531.1196442, 546617.891531885 6931531.1196442, 546620.8158191 6931536.18465823, 546617.891531885 6931541.24967226, 546612.042957455 6931541.24967226, 546609.118670239 6931536.18465823))"
"POLYGON ((546642.998632757 6931522.23268908, 546646.169395832 6931516.74076633, 546652.510921982 6931516.74076633, 546655.681685057 6931522.23268908, 546652.510921982 6931527.72461182, 546646.169395832 6931527.72461182, 546642.998632757 6931522.23268908))"
"POLYGON ((546752.347019537 6929564.21495079, 546755.387548601 6929558.94859997, 546761.46860673 6929558.94859997, 546764.509135794 6929564.21495079, 546761.46860673 6929569.48130161, 546755.387548601 6929569.48130161, 546752.347019537 6929564.21495079))"
"POLYGON ((549513.881571376 6927946.22993381, 549516.558273296 6927941.59375008, 549521.911677136 6927941.59375008, 549524.588379056 6927946.22993381, 549521.911677136 6927950.86611753, 549516.558273296 6927950.86611753, 549513.881571376 6927946.22993381))"
"POLYGON ((549513.881571376 6927946.22993381, 549516.558273296 6927941.59375008, 549521.911677136 6927941.59375008, 549524.588379056 6927946.22993381, 549521.911677136 6927950.86611753, 549516.558273296 6927950.86611753, 549513.881571376 6927946.22993381))"
"POLYGON ((549513.881571376 6927946.22993381, 549516.558273296 6927941.59375008, 549521.911677136 6927941.59375008, 549524.588379056 6927946.22993381, 549521.911677136 6927950.86611753, 549516.558273296 6927950.86611753, 549513.881571376 6927946.22993381))"
"POLYGON ((549513.881571376 6927946.22993381, 549516.558273296 6927941.59375008, 549521.911677136 6927941.59375008, 549524.588379056 6927946.22993381, 549521.911677136 6927950.86611753, 549516.558273296 6927950.86611753, 549513.881571376 6927946.22993381))"
"POLYGON ((549534.403050803 6927939.53719574, 549537.591984589 6927934.01380041, 549543.96985216 6927934.01380041, 549547.158785946 6927939.53719574, 549543.96985216 6927945.06059108, 549537.591984589 6927945.06059108, 549534.403050803 6927939.53719574))"
"POLYGON ((549534.403050803 6927939.53719574, 549537.591984589 6927934.01380041, 549543.96985216 6927934.01380041, 549547.158785946 6927939.53719574, 549543.96985216 6927945.06059108, 549537.591984589 6927945.06059108, 549534.403050803 6927939.53719574))"
"POLYGON ((549534.403050803 6927939.53719574, 549537.591984589 6927934.01380041, 549543.96985216 6927934.01380041, 549547.158785946 6927939.53719574, 549543.96985216 6927945.06059108, 549537.591984589 6927945.06059108, 549534.403050803 6927939.53719574))"
"POLYGON ((547058.17652149 6928028.33424965, 547060.787661573 6928023.81162236, 547066.009941738 6928023.81162236, 547068.621081821 6928028.33424965, 547066.009941738 6928032.85687694, 547060.787661573 6928032.85687694, 547058.17652149 6928028.33424965))"
"POLYGON ((549503.950218949 6927867.03103612, 549506.626920868 6927862.39485239, 549511.980324708 6927862.39485239, 549514.657026628 6927867.03103612, 549511.980324708 6927871.66721984, 549506.626920868 6927871.66721984, 549503.950218949 6927867.03103612))"
"POLYGON ((549674.506480643 6931542.14135742, 549677.139656053 6931537.58056382, 549682.406006875 6931537.58056382, 549685.039182285 6931542.14135742, 549682.406006875 6931546.70215101, 549677.139656053 6931546.70215101, 549674.506480643 6931542.14135742))"
"POLYGON ((549479.382064938 6927874.8369529, 549482.306352153 6927869.77193886, 549488.154926584 6927869.77193886, 549491.079213799 6927874.8369529, 549488.154926584 6927879.90196693, 549482.306352153 6927879.90196693, 549479.382064938 6927874.8369529))"
"POLYGON ((549508.692128873 6927909.64072742, 549511.881062659 6927904.11733208, 549518.258930231 6927904.11733208, 549521.447864017 6927909.64072742, 549518.258930231 6927915.16412276, 549511.881062659 6927915.16412276, 549508.692128873 6927909.64072742))"
"POLYGON ((549508.692128873 6927909.64072742, 549511.881062659 6927904.11733208, 549518.258930231 6927904.11733208, 549521.447864017 6927909.64072742, 549518.258930231 6927915.16412276, 549511.881062659 6927915.16412276, 549508.692128873 6927909.64072742))"
"POLYGON ((549508.692128873 6927909.64072742, 549511.881062659 6927904.11733208, 549518.258930231 6927904.11733208, 549521.447864017 6927909.64072742, 549518.258930231 6927915.16412276, 549511.881062659 6927915.16412276, 549508.692128873 6927909.64072742))"
"POLYGON ((549455.941966905 6931604.98330977, 549458.86625412 6931599.91829573, 549464.71482855 6931599.91829573, 549467.639115766 6931604.98330977, 549464.71482855 6931610.0483238, 549458.86625412 6931610.0483238, 549455.941966905 6931604.98330977))"
"POLYGON ((549455.941966905 6931604.98330977, 549458.86625412 6931599.91829573, 549464.71482855 6931599.91829573, 549467.639115766 6931604.98330977, 549464.71482855 6931610.0483238, 549458.86625412 6931610.0483238, 549455.941966905 6931604.98330977))"
"POLYGON ((549530.310312976 6928105.97640602, 549533.051008838 6928101.22938154, 549538.532400561 6928101.22938154, 549541.273096422 6928105.97640602, 549538.532400561 6928110.7234305, 549533.051008838 6928110.7234305, 549530.310312976 6928105.97640602))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((549579.039039256 6931747.46527991, 549583.650229892 6931739.47846344, 549592.872611164 6931739.47846344, 549597.4838018 6931747.46527991, 549592.872611164 6931755.45209637, 549583.650229892 6931755.45209637, 549579.039039256 6931747.46527991))"
"POLYGON ((559040.236219564 6908783.97692449, 559044.036880894 6908777.39398596, 559051.638203555 6908777.39398596, 559055.438864886 6908783.97692449, 559051.638203555 6908790.55986301, 559044.036880894 6908790.55986301, 559040.236219564 6908783.97692449))"
"POLYGON ((559040.236219564 6908783.97692449, 559044.036880894 6908777.39398596, 559051.638203555 6908777.39398596, 559055.438864886 6908783.97692449, 559051.638203555 6908790.55986301, 559044.036880894 6908790.55986301, 559040.236219564 6908783.97692449))"
"POLYGON ((559060.237814825 6908769.6222959, 559064.113744083 6908762.9089895, 559071.865602598 6908762.9089895, 559075.741531856 6908769.6222959, 559071.865602598 6908776.3356023, 559064.113744083 6908776.3356023, 559060.237814825 6908769.6222959))"
"POLYGON ((559060.237814825 6908769.6222959, 559064.113744083 6908762.9089895, 559071.865602598 6908762.9089895, 559075.741531856 6908769.6222959, 559071.865602598 6908776.3356023, 559064.113744083 6908776.3356023, 559060.237814825 6908769.6222959))"
